iri,label,definition_original,definition_enriched
https://www.commoncoreontologies.org/ont00001329,Education Artifact Function,A Service Artifact Function that is realized in processes of transmiting accumulated knowledge skills and values from one generation to another.,Education Artifact Function is a Service Artifact Function that is realized in processes of transmiting accumulated knowledge skills and values from one generation to another.
https://www.commoncoreontologies.org/ont00000716,Electric Battery,An Electrical Power Source that is designed to produce electric power by converting chemical energy to electrical energy.,Electric Battery is an Electrical Power Source that is designed to produce electric power by converting chemical energy to electrical energy.
https://www.commoncoreontologies.org/ont00001025,Electric Generator,An Electrical Power Source that is designed to convert mechanical energy to electrical energy for use in an external circuit.,Electric Generator is an Electrical Power Source that is designed to convert mechanical energy to electrical energy for use in an external circuit.
https://www.commoncoreontologies.org/ont00000952,Electric Motor,An Engine that is designed to convert electrical energy into mechanical energy.,Electric Motor is an Engine that is designed to convert electrical energy into mechanical energy.
https://www.commoncoreontologies.org/ont00000098,Electrical Artifact Function,An Artifact Function that is realized during events in which an Artifact is used to perform a process involving electrical power.,Electrical Artifact Function is an Artifact Function that is realized during events in which an Artifact is used to perform a process involving electrical power.
https://www.commoncoreontologies.org/ont00000795,Electrical Conduction Artifact Function,An Electrical Artifact Function that is realized by an Artifact being used to conduct an electric current.,Electrical Conduction Artifact Function is an Electrical Artifact Function that is realized by an Artifact being used to conduct an electric current.
https://www.commoncoreontologies.org/ont00000162,Electrical Connector Artifact Function,An Electrical Conduction Artifact Function that is realized by processes in which some Artifact is used to join electrical terminations to create an electrical circuit.,Electrical Connector Artifact Function is an Electrical Conduction Artifact Function that is realized by processes in which some Artifact is used to join electrical terminations to create an electrical circuit.
https://www.commoncoreontologies.org/ont00000194,Electrical Contact Artifact Function,An Electrical Conduction Artifact Function that is realized by processes in which some Artifact is used as an endpoint of an electrical circuit from which an electrical current is passed via physical contact with the endpoint.,Electrical Contact Artifact Function is an Electrical Conduction Artifact Function that is realized by processes in which some Artifact is used as an endpoint of an electrical circuit from which an electrical current is passed via physical contact with the endpoint.
https://www.commoncoreontologies.org/ont00000994,Electrical Power Production Artifact Function,An Electrical Artifact Function that is realized during events in which an Artifact is used to generate electrical power.,Electrical Power Production Artifact Function is an Electrical Artifact Function that is realized during events in which an Artifact is used to generate electrical power.
https://www.commoncoreontologies.org/ont00001049,Electrical Power Source,"A Power Source that is designed to generate, control, and transfer power in the form of electrical energy.","Electrical Power Source is a Power Source that is designed to generate, control, and transfer power in the form of electrical energy."
https://www.commoncoreontologies.org/ont00001092,Electrical Power Storage Artifact Function,An Electrical Artifact Function that is realized during events in which an Artifact is used to store electrical power to be released at a later time.,Electrical Power Storage Artifact Function is an Electrical Artifact Function that is realized during events in which an Artifact is used to store electrical power to be released at a later time.
